id,date,date_unixtime,professor_id,professor_name_clean,department,course_name_clean,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,grading_status,attendance_status,comment_clean,sentiment,cluster
1798,,,599,سعید سلیمی,,اخلاق اسلامی,9,10,10,10,6,10,نامشخص,نامشخص,سعید سلیمی معارف اخلاق اسلامی منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 9 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 6 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی امواج موبایل موجب آسیب به مغز میشن ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات مطالبی که سرکلاس گفته میشه کوچکترین ربطی به کتابی که ازش امتحان گرفته میشه نداره کلاس درباره کلاهبرداریاییه که از استاد شده که بعد چند جلسه تکراری میشه ارائه دارن که اصلا نمره ش برای هرشخص متفاوته میتونه ۴ نمره باشه میتونه ۸ نمره باشه چون همیشه درحال مثبت دادنن ممکنه فکر کنید که خیلی نمره خوبی ازشون میگیرید ولی احتمالا اون مثبتا کوچکترین ارزشی ندارن نباید هیچ کاری درطول ترم انجام بدید ولی ممکنه نمره از نمره تونم راضی نباشید چون واقعا معلوم نیست این نمره رو برچه اساسی گرفتید و ملاک چی بوده برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
1799,,,1072,مسعود مسیح طهرانی,,کاربرد کنترل در خودرو,8,9,8,8,9,9,نامشخص,نامشخص,مسعود مسیح طهرانی مهندسی_خودرو کاربرد کنترل در خودرو منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم نیست اما تاثیر مثبت دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 9 توانایی انتقال مطالب و نکات مهم درس 8 نحوه مدیریت کلاس نظم و زمان 8 پاسخگویی حضوری و غیرحضوری 9 آداب و رفتار اجتماعی با دانشجویان 9 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات چیزی اضافه ایی نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,0
1800,,,158,الهام فتاحی,,ریاضی 2,10,10,10,10,10,10,منصفانه,نامشخص,الهام فتاحی ریاضی ریاضی ۲ منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی ایمیل ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات به اینکه دانشجو ها درس رو یاد بگیرن اهمیت میدن و این طوری نیست که تا هر جا رسیدن درس بدن و بقیه رو به عهده خود دانشجو بذارن شیفت نمیدن و سؤال امتیازی هم ندارن چون فکر میکنن که با این کار حق دانشجو های استادای دیگه خورده میشه برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,2
1801,,,599,سعید سلیمی,,اخلاق,1,3,3,2,3,10,نامشخص,نامشخص,سعید سلیمی معارف اخلاق منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 1 دانش عمومی 3 توانایی انتقال مطالب و نکات مهم درس 3 نحوه مدیریت کلاس نظم و زمان 2 پاسخگویی حضوری و غیرحضوری 3 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات هیچگونه سختگیری ندارند سرکلاس اصلا راجب درس صحبت نمیکنند و بیشتر خاطره تعریف میکنند ارائه داشتیم ۴ نمره امتحان فقط از سه فصل اخر به صورت تستی بود که تست ها خیلی ساده بود بدون مطالعه کتاب هم میشد پاسخ داد امتحان یه سوال تشریحی داشت که جوابشو از قبل بهمون داده بودن خیلیم خوب نمره دادند برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
1802,,,48,احمدرضا فروغ,,ریاضی2,8,10,7,5,8,9,منصفانه,نامشخص,احمدرضا فروغ ریاضی ریاضی2 منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم نیست اما تاثیر مثبت دارد منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 7 نحوه مدیریت کلاس نظم و زمان 5 پاسخگویی حضوری و غیرحضوری 8 آداب و رفتار اجتماعی با دانشجویان 9 راه ارتباطی ایمیل و حضوری ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات درموردش خیلی چیزای ناامید کننده شنیده بودم اینکه بد نمره میده و پاس نمیکنه و اینا ولی فهمیدم همش چرت و پرت بوده هم منصفانه تصحیح کرد هم یکی دونمره به همه ارفاق کرد پایان ترمو ولی یادتون باشه تکلیفایی که میده رو حتما بهش بدین چون خیلی تاثیر داره خودم خیلی جدی نگرفتم و الان پشیمونم چون نمرم میتونست بهترم باشه و به نسبت زودم تصحیح میکنه و تکلیفتونو معلوم میکنه اینم که میگن بد اخلاقه بیخوده فقط سر درسش جدیه هر چی فکر میکنم سر کلاسی که من توش بودم خیلیم اعصاب به خرج میداد برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
1803,,,1094,معصومه اکبری زاده,,ریاضی 1,5,9,5,1,10,10,نامشخص,نامشخص,معصومه اکبری زاده ریاضی ریاضی ۱ منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 5 دانش عمومی 9 توانایی انتقال مطالب و نکات مهم درس 5 نحوه مدیریت کلاس نظم و زمان 1 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات چیزی اضافه ایی نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,0
1804,,,1071,مسعود محفوظی,,اندیشه اسلامی 2,8,8,3,8,1,8,نامشخص,نامشخص,مسعود محفوظی معارف اندیشه اسلامی ۲ منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 8 توانایی انتقال مطالب و نکات مهم درس 3 نحوه مدیریت کلاس نظم و زمان 8 پاسخگویی حضوری و غیرحضوری 1 آداب و رفتار اجتماعی با دانشجویان 8 راه ارتباطی کلاس به شدت خسته کننده و فرسایشی است در آخر هم نمره خوبی نمیدن ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات چیزی اضافه ایی نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,0
1805,,,1094,معصومه اکبری زاده,,ریاضی 1,8,7,4,2,8,7,نامشخص,نامشخص,معصومه اکبری زاده ریاضی ریاضی ۱ منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 7 توانایی انتقال مطالب و نکات مهم درس 4 نحوه مدیریت کلاس نظم و زمان 2 پاسخگویی حضوری و غیرحضوری 8 آداب و رفتار اجتماعی با دانشجویان 7 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات تو هر انتخاب واحدی که برای چه ریاضی ۱ یا ۲ دارین این استاد رو برندارین وگرنه قطعا پشیمون خواهید شد نه تنها تو کلاس چیزی نمیفهمید بلکه نمره واقعا پایین تر از انصاف میگیرین برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
1806,,,194,اکبر دهقان نژاد,,معادلات دیفرانسیل,4,6,5,8,10,10,منصفانه,نامشخص,اکبر دهقان نژاد ریاضی معادلات دیفرانسیل منابع آموزش در حین تدریس جزوه می نویسیم حضور و غیاب حضور مهم نیست اما تاثیر مثبت دارد منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 4 دانش عمومی 6 توانایی انتقال مطالب و نکات مهم درس 5 نحوه مدیریت کلاس نظم و زمان 8 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی حضوری ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات از لحاظ نمره دهی به نظرم در یه حد خوبی بودن با توجه به فشار هایی که رو این درس میذارن کاش نحوه درس دادنشون تغییر بدن هیچ تفاوتی بین کسی که تو کلاس حضور داشت یا نداشت نبود هر کی هر چیزی که تونست بنویسه خودش خونده بود سر کلاس هیچی یاد نمی گیرین برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
1807,,,158,الهام فتاحی,,ریاضی عمومی 2,10,10,10,8,10,10,منصفانه,نامشخص,الهام فتاحی ریاضی ریاضی عمومی ۲ منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 8 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی آدرس ایمیل تو سامانه میذارن ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات تدریس استاد خیلی خوبه و مطالب رو با حوصله و واضح توضیح میده هم میتونی جزوه بنویسی هم از جزوه خودش استفاده کنی که خیلی خوبه بعد هر فصل ۵ الی ۱۲ تا سوال تکلیف میده و سر ددلاین هم راه میاد سطح تمریناش هم در حد سوالای تو جزوه و تو امتحانه نمره خودتو بت میده و ارفاق فقط در حد چند صدم روی نمره تمرینا ولی اگه همت کنی میتونی نمره خوبی بگیری برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
1808,,,172,امیر محمد سعادتی نسب,,آز شیمی عمومی,8,8,9,9,7,9,منصفانه,نامشخص,امیر محمد سعادتی نسب شیمی آز شیمی عمومی منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 8 توانایی انتقال مطالب و نکات مهم درس 9 نحوه مدیریت کلاس نظم و زمان 9 پاسخگویی حضوری و غیرحضوری 7 آداب و رفتار اجتماعی با دانشجویان 9 راه ارتباطی تلگرام داره ولی خیلی دیر به دیر میاد بله یا ایتا هم داره نمیدونم کدوم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات بجز جلسات تئوری حضور غیاب نکرد هر هفته گزارش کار میخواد و خودش میگه هرچی بیشتر بنویسی بهتره ولی هیچ فیدبکی نمیده که بدونی چیزی که نوشتی قابل قبوله یا نه یه تحقیق هم میخواد که باید نفری ۱۰ صفحه باشه یه امتحان کتبی هم آخر میگیره که سوالاش هم محاسباتی بود هم حفظی از پی دی افی که میده خود کلاس روال و کم زحمت و نسبتا مفرح بود ولی آخر سر نمره ها ضد و نقیض بود و به خیلیا نمره کم داد که دلیلش مشخص نیست برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
1809,,,753,عبدالمجید ارجمندی,,فارسی,1,1,1,1,1,1,نامشخص,نامشخص,عبدالمجید ارجمندی معارف فارسی منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است خیر وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 1 دانش عمومی 1 توانایی انتقال مطالب و نکات مهم درس 1 نحوه مدیریت کلاس نظم و زمان 1 پاسخگویی حضوری و غیرحضوری 1 آداب و رفتار اجتماعی با دانشجویان 1 راه ارتباطی ایمیلی که جواب نمیدم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات به شدت استاد بی درک و خشکی هستن اصلا با دانشجو راه نمیان و یه تعداد دانشجوی بی گناه رو کاملا شانسی و دل به خواهی با لیست حضور غیابشون که دو سه جلسه انجام میدن از امتحان پایانی محروم میکنن اصلا پیشنهاد نمیکنم امتحانشون هم از منابع نیست و کاملا اطلاعات عمومیه برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
1810,,,15,آیت قره قانی,,آزمایشگاه ترمودینامیک,8,10,10,10,2,2,منصفانه,نامشخص,آیت قره قانی مکانیک آزمایشگاه ترمودینامیک منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 2 آداب و رفتار اجتماعی با دانشجویان 2 راه ارتباطی خیر ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات ایشون یه سری اخلاقای خاص دارن که در طول ترم تحملش برای بعضیا سخته ممکنه یهو رو شما حساس بشن و هرجلسه ازتون درس بپرسن اگه هم بلد نباشین با انواع و اقسام روش ها مورد تمسخر ایشون قرار میگیرین ارائه و گزارشکار میخوان نمره دهیشون این ترم خوب نبود و در حد یک نمره شیفت دادن در کل با اینکه درس یه واحدی هست اما زحمت میخواد برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
1811,,,1094,معصومه اکبری زاده,,ریاضی 1,9,8,8,7,9,10,نامشخص,نامشخص,معصومه اکبری زاده ریاضی ریاضی ۱ منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور و غیاب نمی کند منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 9 دانش عمومی 8 توانایی انتقال مطالب و نکات مهم درس 8 نحوه مدیریت کلاس نظم و زمان 7 پاسخگویی حضوری و غیرحضوری 9 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات هیچ سخت گیری روی حضور در کلاس ندارن چنتا کوییز هم در طول ترم میگیرن که اجباری نیست ولی روی نمرتون تاثیر مثبت داره در نهایت هم دو سه نمره شیفت دادن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
1812,,,230,تقوی,,سیالات 1,10,10,5,10,7,7,منصفانه,نامشخص,تقوی مکانیک سیالات ۱ منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 5 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 7 آداب و رفتار اجتماعی با دانشجویان 7 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات تدریسش زیاد جالب نیست معمولیه از روی پاورپوینت درس میده و مطالبی هم روی تخته مینویسه تاکید داره جزوه نویسی کنیم و اینو هی یاداوری می کنه تی ای هم داشت یه سری ویدیو میزاشت تو تلگرام زیر ۳۰ نفر درس رو برداشته بودن که حدودا ۷ ۸ نفر درسو حذف کردن ۳ ۴ هم گویا افتادن خلاصه که سخت گیره و بدقلقه شیفت اینا نمیده و تهش همون نمره خودته بده برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
1813,,,759,عزیز شیخ علیزاده,,کارگاه ریخته گری,8,10,9,10,9,10,منصفانه,نامشخص,عزیز شیخ علیزاده مکانیک کارگاه ریخته گری منابع آموزش به صورت علمی است حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 9 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 9 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی حضوری در کارگاه ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات کلاس دو بخش داره بخش ریخته گری و بخش مدل سازی با چوب حضور در کلاس مهمه و هر جلسه باید کاری که انجام دادین رو تحویل بدین کلاس ها عملیه و فقط یکی دو جلسه اول تئوری کارگاه و آموزش و ایمنی کار هست در نهایت نمرات اولیه بین ۱۶ تا ۱۸ بود بعد از صحبتی که باهاشون انجام دادیم نمرات اول کلاس رو ۲۰ کردن و به بقیه به همون میزان نمره اضافه کردن در کل به اگه به کارگاه های عملی و کار عملی علاقه دارین پیشنهاد میشه برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
1814,,,608,سعید محفوظی,,اندیشه1,1,1,1,6,2,1,منصفانه,نامشخص,سعید محفوظی معارف اندیشه۱ منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 1 دانش عمومی 1 توانایی انتقال مطالب و نکات مهم درس 1 نحوه مدیریت کلاس نظم و زمان 6 پاسخگویی حضوری و غیرحضوری 2 آداب و رفتار اجتماعی با دانشجویان 1 راه ارتباطی ایتا ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات استاد خوبی نیستند اما مهم هم نیست یک روز بشین بخونید نمره بگیرید فقط امتحان ترم داره شخصا ۱۹ ۵ شدم حالا اون نیم نمره هم شاید برای حضور غیاب بوده برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
1815,,,811,غلامرضا رمضان نیا,,نقشه کشی,10,10,1,10,10,2,منصفانه,نامشخص,غلامرضا رمضان نیا مهندسی_صنایع نقشه کشی منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم نیست اما تاثیر مثبت دارد منابع معرفی شده برای امتحان کافی است تا حدودی وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 1 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 2 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات استاد زیاد خوب درس نمیدن سنشون بالاست اما کتیا بلد باشید کافی است و امتحان بالا میگرید فقط باید برای تایم کلاس ها برنامه ریزی کنید که بازی کنید یا بخوابید برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,2
1816,,,537,روح الله عشیری,,علم مواد,10,10,10,1,1,1,نامشخص,نامشخص,روح الله عشیری مهندسی_صنایع علم مواد منابع آموزش فایل پاورپوینت یا پی دی اف می دهد حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است خیر وضعیت نمره دادن نمره خوبی نمیشه ازشون گرفت ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 1 پاسخگویی حضوری و غیرحضوری 1 آداب و رفتار اجتماعی با دانشجویان 1 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات استاد خوش اخلاقی هستند میشه رفت بیرون کاری نداره زیاد اما ۵۰۰ اسلاید پاورپوینت سخت میان ترم تشریحی به شدت سخت ترم فاجعه تر از اون سوالات تستی بود اما حتما به حفظیات تسلط داشته باشید به هر حال فعلا بر ندارید شاید عین ترم های قبل یک استاد دیگه بیارن برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,1
1817,,,1092,معصومه احمدی زهرا عابدینی,,آز فیزیک 2,10,10,10,10,10,10,نامشخص,نامشخص,معصومه احمدی زهرا عابدینی فیزیک آز فیزیک ۲ منابع آموزش از جزوات ترم های گذشته استفاده می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 10 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات هر دو استاد بسیار خوب و خوش برخورد هستند و تدریسشون هم عالیه در ضمن با دست خیلی باز هم نمره می دن و با دانشجو خیلی راه میان برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,2
1818,,,1128,مهدی پور مدنی,,دانش خانواده,8,8,7,8,9,10,منصفانه,نامشخص,مهدی پور مدنی معارف دانش خانواده منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم است و تاثیر مستقیم دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن منصفانه و هرچی خودت بگیری ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 8 توانایی انتقال مطالب و نکات مهم درس 7 نحوه مدیریت کلاس نظم و زمان 8 پاسخگویی حضوری و غیرحضوری 9 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی ال ام اس فقط ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات استادیه که کلاساش یک طرفه نیست و تعاملش با دانشجو خیلیه ولی امکان ندارد ازش ۲۰ بگیری اگه واسش پاورپوینت درست نکنی اگه براش پاورپوینت یکی از درساش درست کنی حتما بهت نمره ۲۰ میده امتحاناتشم سوالای غیر منطقی که بعضی از اساتید میدن نداره برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,neutral,1
1819,,,620,سلیمی,,اخلاق اسلامی,8,10,10,10,10,10,نامشخص,نامشخص,سلیمی معارف اخلاق اسلامی منابع آموزش یک کتاب مرجع معرفی می کند حضور و غیاب حضور مهم نیست اما تاثیر مثبت دارد منابع معرفی شده برای امتحان کافی است بله وضعیت نمره دادن دست باز و با ارفاق ارزیابی دانشجو پیوستگی و یکپارچگی تدریس 8 دانش عمومی 10 توانایی انتقال مطالب و نکات مهم درس 10 نحوه مدیریت کلاس نظم و زمان 10 پاسخگویی حضوری و غیرحضوری 10 آداب و رفتار اجتماعی با دانشجویان 10 راه ارتباطی چیزی ندارم ترمی که دانشجو با این استاد کلاس داشته بهمن 1401 توضیحات یه ارائه دادیم که راحت بود و نمره زیاد داشت اولش اصلا خوب نمره نداد ولی بعدش تصحیح کرد در کل پیشنهاد میشه برای ثبت معرفی استاد به ربات زیر پیام بدید ostad_elmosibot کانال معرفی اساتید دانشگاه علم و صنعت ostad_elmosi ostad_elmosi,positive,2
